Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment
49952,Joseph Pearson,Brianna8@gmail.com,4766173039,9460 Kimberly Vista,Portsmouth,England,64919,UK,26.0,Female,Medium,Regular
79052,Richard Hodge,Melissa21@gmail.com,3805088849,41769 Brandt Vista,Portsmouth,England,95213,UK,57.0,Female,High,Regular
90837,Charles Rogers,Anthony26@gmail.com,2188816563,49972 Melissa Forges Suite 616,Portsmouth,England,37307,UK,70.0,Male,Low,Regular
20500,Matthew Hicks,Kara43@gmail.com,1568421682,51720 Rachael Spurs Suite 283,Portsmouth,England,94447,UK,61.0,Female,Medium,Regular
63629,Mary Lawson,Kelly99@gmail.com,2830391284,63515 Ross Corner Apt. 945,Portsmouth,England,41990,UK,37.0,Female,Low,Regular
71053,Suzanne Thompson,Erica91@gmail.com,5138785707,35786 Bolton Tunnel Suite 882,Portsmouth,England,31948,UK,34.0,Female,Medium,Regular
73823,Sarah Chase,Amber47@gmail.com,9335433668,324 Jason Station Apt. 372,Portsmouth,England,33334,UK,19.0,Female,Medium,Regular
28956,Christopher Adams,Jason63@gmail.com,4427078263,905 Kathryn Unions Apt. 574,Portsmouth,England,39446,UK,43.0,Female,Low,Regular
21444,Robert Perez,Robert89@gmail.com,8214017258,01641 Williams Mountains Apt. 425,Portsmouth,England,42579,UK,30.0,Male,Medium,Regular
68648,Dennis Johnson,Tom90@gmail.com,3891012895,37733 John Loop Suite 389,Portsmouth,England,56650,UK,35.0,Male,Low,Regular
50100,Penny Harris,Sarah100@gmail.com,9213637832,1800 Shannon Highway,Portsmouth,England,44803,UK,54.0,Female,Low,Regular
65961,Erik Medina,Amanda64@gmail.com,8035994598,591 Adam Haven Suite 318,Portsmouth,England,2493,UK,39.0,Male,High,Regular
70067,Ashley Adams,Danielle47@gmail.com,8168167767,471 Graham Islands Suite 333,Portsmouth,England,82213,UK,56.0,Male,High,Regular
31581,Meredith James,Shannon57@gmail.com,3951850656,1800 Singh Centers Apt. 560,Portsmouth,England,75941,UK,25.0,Female,Low,Regular
12604,Derek Patrick,Lori70@gmail.com,2817666105,0851 Frazier Isle,Portsmouth,England,56265,UK,47.0,Male,Low,Regular
55594,Tara Hawkins,Melvin34@gmail.com,7609311698,2856 Steven Crossroad Apt. 393,Portsmouth,England,50743,UK,41.0,Male,Low,Regular
98788,Zachary Smith,Monica62@gmail.com,4599588263,705 Hanna Loaf Apt. 029,Portsmouth,England,70549,UK,29.0,Male,Medium,Regular
59411,Daniel Thompson,Lori61@gmail.com,7504846879,466 Sydney Turnpike Apt. 375,Portsmouth,England,2566,UK,61.0,Male,Low,Regular
67690,Mark Lee,Michael54@gmail.com,9780172180,3688 Philip Landing Apt. 762,Portsmouth,England,41316,UK,35.0,Female,Medium,Regular
96720,Robert Torres,Monica6@gmail.com,1113123915,886 Thompson Island Apt. 302,Portsmouth,England,50121,UK,59.0,Male,Medium,Regular
28489,Julia Dodson,Kaitlin36@gmail.com,6363334046,4867 Bush Islands Suite 780,Portsmouth,England,52638,UK,43.0,Male,Medium,Regular
22945,Jessica Burke,John100@gmail.com,6315925303,0888 Eric Ridge,Portsmouth,England,30472,UK,26.0,Female,Medium,Regular
15757,Mr. Evan Sutton,Jasmine27@gmail.com,9419010843,576 Parrish Mountains Suite 562,Portsmouth,England,13755,UK,35.0,Male,Medium,Regular
15983,Jamie Thompson,Michael25@gmail.com,4073525462,48449 Cynthia Points Apt. 781,Portsmouth,England,27737,UK,48.0,Male,Low,Regular
74649,Courtney Perry,Tina32@gmail.com,7402421885,571 Samuel Wall Apt. 895,Portsmouth,England,24895,UK,18.0,Male,High,Regular
50952,Teresa Maxwell,Daniel79@gmail.com,4353493533,63725 Jessica Prairie,Portsmouth,England,98138,UK,49.0,Female,Medium,Regular
51279,Roy Obrien,John3@gmail.com,9379457412,253 Shea Manors,Portsmouth,England,25048,UK,60.0,Male,Low,Regular
70655,Renee Banks,Cassandra10@gmail.com,1240946835,1828 Andrea Isle,Portsmouth,England,90371,UK,20.0,Male,Medium,Regular
93615,Linda Spencer DVM,Casey5@gmail.com,3599888358,919 Williams River,Portsmouth,England,39093,UK,35.0,Male,Low,Regular
86785,Todd Hernandez,Randy87@gmail.com,3446116291,428 Anthony Village Suite 371,Portsmouth,England,89665,UK,33.0,Female,Medium,Regular
14549,Danielle Bennett,James20@gmail.com,2200037745,9980 Bryant Road,Portsmouth,England,84238,UK,62.0,Female,Medium,Regular
94652,Elizabeth Fisher,Joseph95@gmail.com,3048742039,3593 Allen Meadow Suite 449,Portsmouth,England,19394,UK,19.0,Male,Medium,Regular
67949,Martin Giles,Jonathan55@gmail.com,3221151529,405 Robert Estate Apt. 428,Portsmouth,England,18758,UK,54.0,Male,Medium,Regular
38862,Nicholas Nelson,Anthony86@gmail.com,8495017152,2422 Jackson Rapid Apt. 062,Portsmouth,England,36037,UK,50.0,Female,Low,Regular
13566,Maria Johnson,Marilyn60@gmail.com,8747748872,9600 Lisa Viaduct Apt. 811,Portsmouth,England,56223,UK,26.0,Female,Low,Regular
72626,Daniel Morgan,Jacob10@gmail.com,9934928420,67273 Michelle Well,Portsmouth,England,21841,UK,58.0,Male,Medium,Regular
45610,Sarah Lewis,Dale68@gmail.com,2252106373,7847 Susan Brook Apt. 282,Portsmouth,England,4485,UK,47.0,Female,Medium,Regular
45455,Katherine Stuart,Megan75@gmail.com,9676430146,9610 Adams Unions Apt. 748,Portsmouth,England,62033,UK,35.0,Female,Low,Regular
72079,Diana Thomas,Shane69@gmail.com,2142413521,0741 Morales Estates Suite 639,Portsmouth,England,69785,UK,25.0,Male,Low,Regular
26736,Danielle May,Darrell77@gmail.com,3065136145,904 Lopez Haven Apt. 073,Portsmouth,England,4692,UK,67.0,Female,Medium,Regular
47846,Mary Kim,Katherine73@gmail.com,3268643153,5028 Tammy Brook,Portsmouth,England,97711,UK,65.0,Male,Low,Regular
77875,Monica Peterson,Frederick4@gmail.com,5191926327,9126 Turner Trail Suite 364,Portsmouth,England,5563,UK,65.0,Male,Medium,Regular
95547,Sarah Li,Roger41@gmail.com,5326175928,2488 Barry Lake,Portsmouth,England,59954,UK,30.0,Male,High,Regular
50126,Brianna Murray,Anthony39@gmail.com,1148388458,612 Marie Course Suite 432,Portsmouth,England,96985,UK,32.0,Female,Low,Regular
67530,Mathew Fitzgerald,Erik18@gmail.com,Unknown,4169 Robert Lodge,Portsmouth,England,67486,UK,50.0,Male,Low,Regular
55159,Ellen Simpson,Tiffany30@gmail.com,3133334228,0145 Aaron Junction Suite 500,Portsmouth,England,10430,UK,50.0,Male,Medium,Regular
50555,Steven Riddle,Thomas97@gmail.com,2470177640,46650 Melissa Plains Apt. 683,Portsmouth,England,22156,UK,68.0,Male,Low,Regular
21352,Denise Ellison,Brian49@gmail.com,2540594145,16068 Calderon Stravenue Apt. 565,Portsmouth,England,92972,UK,42.0,Male,Low,Regular
28128,Mark Frazier,Alexis30@gmail.com,2189796179,15297 Ryan Ports Apt. 326,Portsmouth,England,12407,UK,65.0,Male,Low,Regular
41336,Nathan Estrada,Jill65@gmail.com,3449233465,92057 Jennifer Canyon,Portsmouth,England,63564,UK,57.0,Male,Medium,Regular
96814,Michelle Bright,Jose43@gmail.com,6435150270,11313 Steven Place Apt. 141,Portsmouth,England,72362,UK,27.0,Male,High,Regular
95592,Carlos Stanley,Tonya20@gmail.com,8530902035,428 Kelley Stravenue Suite 893,Portsmouth,England,63355,UK,41.0,Male,Low,Regular
90603,Kristen Vazquez,Samantha66@gmail.com,5970318153,402 Wood Neck,Portsmouth,England,31473,UK,56.0,Female,High,Regular
88294,Rhonda Parsons,Gary99@gmail.com,6597516336,06146 John Loop,Portsmouth,England,90871,UK,64.0,Male,Medium,Regular
47748,Alexis Smith,Karen91@gmail.com,9388217725,69821 Beard Locks,Portsmouth,England,25474,UK,39.0,Male,Medium,Regular
84982,Sylvia Garcia,Gabrielle13@gmail.com,8358660998,1602 Michelle Junction,Portsmouth,England,1310,UK,68.0,Female,Low,Regular
31054,Judy Green,Travis60@gmail.com,6738409426,184 Jonathan Pike Suite 510,Portsmouth,England,30731,UK,56.0,Female,Medium,Regular
27353,Mrs. Maria Patrick,Sarah54@gmail.com,6912552655,57941 Osborne Ferry Apt. 927,Portsmouth,England,11524,UK,60.0,Female,Low,Regular
52641,Andrea Martin,Todd60@gmail.com,3834526059,65518 Washington Meadows Suite 036,Portsmouth,England,92972,UK,48.0,Male,High,Regular
71681,Kyle Moreno,Alex72@gmail.com,3373095522,38088 Molly Landing,Portsmouth,England,85049,UK,49.0,Male,Medium,Regular
65334,Sherri Chambers,Emily43@gmail.com,1477984670,687 John Avenue,Portsmouth,England,77593,UK,32.0,Female,Medium,Regular
83016,Shannon Lopez MD,Erin3@gmail.com,8322254249,649 Thompson Ports,Portsmouth,England,55340,UK,32.0,Female,Low,Regular
40624,Trevor Walker,Tyler30@gmail.com,1360625946,107 Todd Neck,Portsmouth,England,82397,UK,18.0,Male,Medium,Regular
66428,Jacob Arnold,Lawrence24@gmail.com,2100695530,9381 Keller Lock,Portsmouth,England,89333,UK,48.0,Female,Medium,Regular
34145,Matthew Brown,Dawn85@gmail.com,1930731619,911 Preston Isle,Portsmouth,England,52069,UK,69.0,Male,Medium,Regular
13629,Erica Humphrey,Adrienne73@gmail.com,8678953610,94813 Kevin Cove,Portsmouth,England,84015,UK,48.0,Male,Medium,Regular
26940,Zachary Abbott,Jonathan81@gmail.com,1660611739,226 Martinez Turnpike,Portsmouth,England,5129,UK,68.0,Male,Medium,Regular
73735,Kathleen Garcia,Randy29@gmail.com,6374505488,0699 Ramirez Brooks Suite 096,Portsmouth,England,82804,UK,58.0,Male,Medium,Regular
96811,Sarah Harris,Melissa41@gmail.com,3781672719,801 David Parks Apt. 150,Portsmouth,England,71615,UK,44.0,Female,Medium,Regular
50056,Sheryl Smith,Dwayne48@gmail.com,6139562938,3291 Theresa Ridges,Portsmouth,England,4267,UK,60.0,Male,Low,Regular
41835,Christine Green PhD,Stephen32@gmail.com,8694292782,746 Bruce Glens,Portsmouth,England,88500,UK,33.0,Female,Low,Regular
89815,Richard Diaz,Steve5@gmail.com,3221780424,019 Ross Burg Suite 949,Portsmouth,England,80499,UK,26.0,Male,Low,Regular
84806,George Salazar,Kelly57@gmail.com,7827977052,465 Stephenson Shoals,Portsmouth,England,54259,UK,60.0,Female,Medium,Regular
14196,Michael Perkins,Tabitha57@gmail.com,8979005491,432 Raven Terrace,Portsmouth,England,69649,UK,37.0,Male,High,Regular
11602,Elizabeth Jones,Amanda29@gmail.com,9120932188,4011 Evans Plaza Suite 716,Portsmouth,England,9715,UK,37.0,Male,Low,Regular
40667,Elijah Yoder,Misty14@gmail.com,6654567820,6989 Shannon Mountain,Portsmouth,England,88520,UK,66.0,Male,Medium,Regular
12223,Michael Howe,Michael14@gmail.com,7829418212,027 Matthew Walks,Portsmouth,England,60278,UK,46.0,Male,High,Regular
92174,Whitney Adams,David85@gmail.com,7663483087,332 James Crescent,Portsmouth,England,58845,UK,29.0,Male,Medium,Regular
70193,Alexis Carlson,Tamara14@gmail.com,7475610720,8990 Suarez Corner,Portsmouth,England,8337,UK,38.0,Female,Medium,Regular
37748,Teresa West,John68@gmail.com,1466610999,3147 Ramirez Turnpike Suite 535,Portsmouth,England,55073,UK,39.0,Male,Low,Regular
46908,Kimberly Jordan,John73@gmail.com,6105110623,39861 Torres Court,Portsmouth,England,19707,UK,54.0,Male,Medium,Regular
72950,Gregory Bates,Gerald65@gmail.com,7785499928,3720 Matthew Ville Suite 453,Portsmouth,England,42573,UK,51.0,Female,Low,Regular
78960,Kyle Odom,Daniel67@gmail.com,1133304058,66041 Adams Extensions Suite 970,Portsmouth,England,6258,UK,57.0,Female,Medium,Regular
97201,Daniel Myers,Ryan95@gmail.com,7298270465,468 Norton Squares,Portsmouth,England,33978,UK,58.0,Male,Medium,Regular
37351,Rachel Robinson,Traci4@gmail.com,7880689078,1540 Erin Trail Apt. 309,Portsmouth,England,37106,UK,46.0,Male,Medium,Regular
73668,John Carpenter,Jose48@gmail.com,4692455252,984 Wagner Inlet Suite 023,Portsmouth,England,25579,UK,18.0,Male,Low,Regular
93072,Brandy Cruz,David58@gmail.com,8167796506,6928 Scott Motorway,Portsmouth,England,20819,UK,46.0,Male,Low,Regular
44073,David James,Jennifer95@gmail.com,2337436974,92779 Brent Ridge,Portsmouth,England,87385,UK,70.0,Female,Medium,Regular
33277,Michael Curtis,Christine91@gmail.com,9498766759,09308 Catherine Mountains Apt. 936,Portsmouth,England,10334,UK,68.0,Male,Medium,Regular
89211,Derrick Baker,Andrea94@gmail.com,8760164464,2616 Pratt Estates,Portsmouth,England,56517,UK,27.0,Female,Medium,Regular
45413,Lauren Johnson,Lisa82@gmail.com,1816016808,0288 Jennifer Spurs Suite 207,Portsmouth,England,24786,UK,63.0,Male,Medium,Regular
75644,Nicole Fisher,Breanna80@gmail.com,5778422432,5097 Mcguire Crescent Suite 804,Portsmouth,England,51550,UK,55.0,Male,Medium,Regular
28689,Miranda York,Larry76@gmail.com,7007109808,986 Melissa Mountain,Portsmouth,England,49241,UK,37.0,Female,High,Regular
17098,Jeff Little,Joshua45@gmail.com,4759763256,2512 Murray Ports Suite 342,Portsmouth,England,13503,UK,26.0,Female,High,Regular
59565,Sheila Grant,Caleb46@gmail.com,5369056472,01812 Sheryl Streets Suite 856,Portsmouth,England,82378,UK,39.0,Female,Medium,Regular
14899,Adam Decker,Matthew8@gmail.com,4132073431,695 Woodward Ville,Portsmouth,England,21339,UK,18.0,Male,Medium,Regular
95391,Brandy Dyer,Robert47@gmail.com,3957324586,8371 Amy Bridge,Portsmouth,England,55590,UK,64.0,Male,Low,Regular
66817,Richard Ortiz,Erica81@gmail.com,5502920164,959 Andrews Shoals,Portsmouth,England,57779,UK,41.0,Female,High,Regular
93866,Zachary Diaz,Jean66@gmail.com,7690958509,992 Dunn Tunnel,Portsmouth,England,64222,UK,32.0,Female,Medium,Regular
11393,Jerry Chaney,Ronald76@gmail.com,1931018021,3188 Jessica Prairie Suite 544,Portsmouth,England,52378,UK,46.0,Male,High,Regular
88381,Chelsea Leonard,Michele83@gmail.com,5921288191,4189 Martinez Neck,Portsmouth,England,68129,UK,57.0,Female,Low,Regular
95670,Heather Bailey,Christopher39@gmail.com,1517977881,15302 Perez Parkways Apt. 638,Portsmouth,England,2952,UK,39.0,Male,Low,Regular
92028,Tracy Farmer,Willie26@gmail.com,3960951206,120 Moody Lane,Portsmouth,England,32951,UK,48.0,Male,Medium,Regular
26172,Samuel Mclaughlin,Benjamin14@gmail.com,5993222534,649 Reid Radial Suite 875,Portsmouth,England,84303,UK,23.0,Female,Low,Regular
89528,Thomas Wilson,Michael58@gmail.com,2178869807,9600 Brandon Centers,Portsmouth,England,87209,UK,36.0,Male,High,Regular
39728,Derek Perez,Brandon75@gmail.com,2175018981,54835 Jon Viaduct Suite 484,Portsmouth,England,527,UK,50.0,Male,High,Regular
10237,Michael Walker,Richard51@gmail.com,6545018464,513 Porter Fields Suite 094,Portsmouth,England,46942,UK,64.0,Male,Medium,Regular
25605,Jim Hansen,Lindsey42@gmail.com,2171598460,0371 Lopez Ridges,Portsmouth,England,73280,UK,60.0,Male,Low,Regular
88816,Michael Ramirez,Margaret32@gmail.com,8132474319,149 Osborne Plaza Apt. 241,Portsmouth,England,76631,UK,43.0,Female,Low,Regular
75143,Diane Stewart,Richard77@gmail.com,9067158971,99611 Bruce Way,Portsmouth,England,56037,UK,59.0,Male,High,Regular
12884,Joseph Barnes,Charles57@gmail.com,8142641936,9482 Valenzuela Manor,Portsmouth,England,10435,UK,40.0,Male,High,Regular
47483,Tonya Moss,Maria26@gmail.com,1130620699,518 Pamela Way Apt. 767,Portsmouth,England,66627,UK,68.0,Female,Medium,Regular
33012,Sarah Reyes,Christina94@gmail.com,3874565921,9463 Paula Loop Apt. 595,Portsmouth,England,97293,UK,21.0,Male,Low,Regular
74001,Craig Powell,Michael35@gmail.com,1511161741,825 Oscar Road,Portsmouth,England,64925,UK,70.0,Male,Medium,Regular
66660,Margaret Kaufman,Terry63@gmail.com,6869060509,667 Fletcher Fords Suite 934,Portsmouth,England,27250,UK,47.0,Female,Medium,Regular
48512,Crystal Edwards,Kerri97@gmail.com,3246657725,636 Matthew Wall Apt. 909,Portsmouth,England,44582,UK,62.0,Female,Low,Regular
88539,Anne Andrews,Kevin74@gmail.com,2455126936,6161 Suzanne Stravenue Suite 155,Portsmouth,England,46157,UK,35.0,Male,Low,Regular
22236,Vincent Lewis,John3@gmail.com,7646317127,718 Carlos Dam Suite 242,Portsmouth,England,82197,UK,40.0,Male,Medium,Regular
52755,Alexandra Daniel,Crystal39@gmail.com,3118542635,609 Evans Landing Suite 544,Portsmouth,England,58419,UK,20.0,Male,Low,Regular
88053,Laura Castillo,David67@gmail.com,8470185426,89423 Kenneth Trafficway,Portsmouth,England,83465,UK,55.0,Male,High,Regular
73450,Christopher Burke,Sherry94@gmail.com,7518407661,201 Day Crossroad Apt. 649,Portsmouth,England,63490,UK,36.0,Female,Medium,Regular
74006,Gabriel Lamb,Curtis52@gmail.com,7626451624,69315 Penny Via,Portsmouth,England,83410,UK,36.0,Male,Medium,Regular
82037,Jennifer Stone,Cameron78@gmail.com,4807595423,38891 Carter Village Suite 393,Portsmouth,England,81973,UK,51.0,Male,Low,Regular
64755,Natasha Carroll,Luke43@gmail.com,6111435276,948 Parrish Forest,Portsmouth,England,5301,UK,47.0,Male,Low,Regular
97514,Amanda Moore DDS,Rebecca19@gmail.com,4947701114,63128 Dan Valley,Portsmouth,England,97514,UK,67.0,Male,Medium,Regular
77277,Nathan Nelson,Ann36@gmail.com,9690257718,620 Michael Ports Apt. 971,Portsmouth,England,81658,UK,26.0,Male,Low,Regular
79487,Elizabeth Rowe,Erica20@gmail.com,5091505745,9365 Rebecca Parks Suite 823,Portsmouth,England,3385,UK,39.0,Male,Low,Regular
